order_delivery_date_id,source_order_header_id,source_member_id,source_city_name,location_name,source_location_type,payment_type,member_id,source_slug,member_class,member_state,evoucher_code,order_count,qty,total_sales,last_order_date,refund_amount,refund_orders,delivery_date
20251110,1825127368,58199165,Gurgaon,DS-IBDEL-Nagloi,IBBN,RUPAY,58903710,bbnow,Silver,Intermittent,SBI200DC,1,19,2407.11,10/11/2025,0,0,10/11/2025
20251128,1839563301,18242703,Gurgaon,DS-IBNOI-Trilokpuri,LT-IBBN,RUPAY,18306766,bbnow,Silver,Intermittent,SBICC,1,17,1773.2,28/11/2025,0,0,28/11/2025
20251125,1837401275,37444789,Hyderabad,DS-IBHYD-Ameerpet,LT-IBBN,VISA,38103322,bbnow,Silver,Intermittent,&,1,1,360,25/11/2025,0,0,25/11/2025
20251116,1830143343,14664584,Bangalore,DS-IBBLR-Rajajinagar,LT-IBBN,PAY,14731692,bbnow,Silver,Intermittent,&,1,1,319,16/11/2025,0,0,16/11/2025
20251117,1830527608,9398384,Lucknow-Kanpur,DS-IBLUC-South City,IBBN,PAY,9513682,bb-b2c,Silver,Intermittent,GPAYBB5,1,8,787.38,17/11/2025,0,0,17/11/2025
20251115,1828804352,57869841,Chandigarh Tricity,DS-IBMOH-Motia Khara,IBBN,MASTERCARD,58574982,bbnow,Silver,Intermittent,&,1,8.4,210.15,23/11/2025,0,0,15/11/2025
20251103,1819568163,27493552,Chennai,DS-IBCHN-Kilpauk,LT-IBBN,SODEXO,28177097,bbnow,Silver,Intermittent,&,1,7.13,598.8,20/11/2025,0,0,3/11/2025
20251124,1836288505,66568864,Chennai,DS-IBCHN-Kilpauk,LT-IBBN,PAY,86708052,bbnow,Silver,Intermittent,&,1,3,105.5,26/11/2025,0,0,24/11/2025
20251105,1818289438,66625894,Chennai,DS-IBCHN-Madhavaram,IBBN,UPI,87301508,bb-b2c,Silver,Intermittent,&,1,4,365.07,29/11/2025,222.57,2,5/11/2025
20251102,1818248741,2377384,Indore,DS-IBIND-Nipaniya,IBBN,AMAZONPAY,2991221,bbnow,Silver,Intermittent,FLASH150N,1,7.13,361.3,23/11/2025,0,0,2/11/2025
20251111,1825802373,60102886,Ranchi,DS-BNRNC-Kadru,BBNow,UPI_QR,60887681,bbnow,Silver,Intermittent,&,1,4.2,293.86,30/11/2025,0,0,11/11/2025
20251116,1829590385,72190195,Chennai Rural,DS-T3CHN-Tirupati,IBBN,UPI,62037301,bbnow,Silver,Intermittent,&,1,5.99,169.14,16/11/2025,0,0,16/11/2025
20251104,1819951163,30545962,Gurgaon,DS-IBGUR-Sector 22,IBBN,PAY,31240430,bbnow,Silver,Intermittent,CREDBBX-04DPRRUUNWE1VY1,1,3,221,20/11/2025,0,0,4/11/2025
20251116,1829840077,59937786,Indore,DS-IBIND-Vijay Nagar,IBBN,PAY,60705116,bbnow,Silver,Intermittent,&,1,7.03,102.52,16/11/2025,0,0,16/11/2025
20251101,1817771760,28219288,Gurgaon,DS-IBGUR-Sec 10A,IBBN,UPI,28936815,bbnow,Silver,Intermittent,&,1,1,108,22/11/2025,0,0,1/11/2025
20251130,1841199949,50704503,Bangalore,DS-IBBLR-Ramamurthy,IBBN,COLLECT,51470579,bbnow,Silver,Intermittent,&,1,4,145.24,30/11/2025,0,0,30/11/2025
20251117,1830722062,965415,Pune,DS-IBPUN-Chinchwad 2,IBBN,PAY,1801751,bbnow,Silver,Intermittent,GPAYBB5,1,9.95,337.05,17/11/2025,0,0,17/11/2025
20251129,1840624186,74193967,Hyderabad,DS-IBHYD-Suraram,IBBN,cod,110780260,bbnow,Silver,Intermittent,&,1,2,89.6,29/11/2025,0,0,29/11/2025
20251124,1836098382,805680,Chennai,DS-IBCHN-Chitlapakka,LT-IBBN,VISA,1139350,bbnow,Silver,Intermittent,&,1,4.11,269.9,27/11/2025,0,0,24/11/2025
20251104,1820156822,46743516,Ahmedabad-Gandhinagar,DS-BNAHD-CG Road,LT-IBBN,PAY,47474604,bbnow,Silver,Intermittent,&,1,3.03,223.8,29/11/2025,0,0,4/11/2025
20251115,1828746009,48144483,Hyderabad,DS-IBHYD-Quthbulapur,IBBN,PAY,48961548,bbnow,Silver,Intermittent,&,1,2,310.25,23/11/2025,0,0,15/11/2025
20251110,1825098555,18232406,Ahmedabad-Gandhinagar,DS-IBAHD-Prahladnaga,LT-IBBN,PAY,18307166,bbnow,Silver,Intermittent,&,1,3,179,10/11/2025,0,0,10/11/2025
20251116,1829901785,30481692,Indore,DS-IBIND-Bhavar Kua,IBBN,AMAZONPAY,31236996,bbnow,Silver,Intermittent,&,1,4.12,117.45,16/11/2025,0,0,16/11/2025
20251105,1820969507,72547386,Kolkata Rural,DS-T3KOL-Durgapur-2,IBBN,cod,107179745,bbnow,Silver,Intermittent,&,1,5.92,211.72,23/11/2025,0,0,5/11/2025
20251102,1818174247,16785557,Patna,DS-BNPAT-KumrarhPark,LT-IBBN,cod,16865931,bbnow,Silver,Intermittent,&,1,5.02,253.2,2/11/2025,0,0,2/11/2025
20251111,1825750889,41414083,Lucknow-Kanpur,DS-IBLUC-CSIRAliganj,IBBN,PAY,42168106,bbnow,Silver,Intermittent,GPAYBB5,1,4,1175.34,11/11/2025,0,0,11/11/2025
20251105,1820996759,35637736,Hyderabad,DS-IBHYD-Shalibanda,IBBN,PAY,36310070,bbnow,Silver,Intermittent,&,1,2,119.4,5/11/2025,0,0,5/11/2025
20251130,1841106419,47139790,Indore,DS-IBIND-Nipaniya,IBBN,cod,47863469,bbnow,Silver,Intermittent,&,1,9,766.3,30/11/2025,0,0,30/11/2025
20251121,1833449827,58126760,Hyderabad,DS-IBHYD-Malakpet,IBBN,PAY,58718824,bbnow,Silver,Intermittent,&,1,1,79,25/11/2025,0,0,21/11/2025
20251121,1833682362,48377504,Bangalore,DS-BNBLR-Kaggadasapu,LT-IBBN,PAY,49180271,bb-food,Silver,Intermittent,YUMMY40,1,2,288,29/11/2025,0,0,21/11/2025
20251123,1835711842,36020738,Ranchi,DS-IBRNC-Bistupur,IBBN,PAY,36625909,bbnow,Silver,Intermittent,&,1,12.99,268.4,24/11/2025,0,0,23/11/2025
20251121,1833743272,71173894,Bangalore,DS-IBBLR-Rajajinagar,LT-IBBN,COLLECT,104654241,bb-food,Silver,Intermittent,BBCAFE50,1,4,616,21/11/2025,0,0,21/11/2025
20251109,1823467371,46090826,Guwahati,Guwahati-DC,DC,RUPAY,46795269,bb-b2c,Silver,Intermittent,SBI200DC,1,18.59,1340.51,29/11/2025,0,0,9/11/2025
20251129,1840139060,2307205,Lucknow-Kanpur,DS-IBLUC-Saket Nagar,LT-IBBN,cod,1325560,bbnow,Silver,Intermittent,&,1,5.04,340.75,29/11/2025,0,0,29/11/2025
20251118,1831761808,69906435,Indore,DS-IBIND-Vijay Nagar,IBBN,VISA,99868978,bbnow,Silver,Intermittent,AU10DC,1,20.56,1513.09,18/11/2025,0,0,18/11/2025
20251108,1822859547,41987505,Kolkata,DS-IBKOL-Kadamtala,IBBN,cod,42667968,bb-b2c,Silver,Intermittent,&,1,5,1251.23,20/11/2025,0,0,8/11/2025
20251129,1840688603,7726362,Mumbai,DS-IBMUM- Jogeshwari,LT-IBBN,AMAZONPAY,7845802,bbnow,Silver,Intermittent,BBSAVE150-00B3NTBKKVFA0WZ,1,1,679,29/11/2025,0,0,29/11/2025
20251130,1841375321,2754693,Chandigarh Tricity,DS-IBMOH-JamalpurCho,IBBN,MASTERCARD,1910468,bbnow,Silver,Intermittent,SBI100DC,1,9,920.9,30/11/2025,0,0,30/11/2025
20251124,1836242400,68856771,Ahmedabad-Gandhinagar,DS-BNAHD-N Gandhinag,LT-IBBN,cod,95701554,bbnow,Silver,Intermittent,&,1,2,30.6,28/11/2025,0,0,24/11/2025
20251116,1829955069,27980827,Lucknow-Kanpur,DS-IBLUC-Swarupnagar,IBBN,VISA,28717734,tataneu-bbnow,Silver,Intermittent,&,1,10,205,26/11/2025,0,0,16/11/2025
20251113,1827684675,4883507,Chennai,DS-IBCHN-Medavakkam,LT-IBBN,cod,4862958,bbnow,Silver,Intermittent,&,1,3.07,192.35,26/11/2025,0,0,13/11/2025
20251127,1838935757,65786483,DehraDun,DS-BNNOI-Kishanpur,BBNow,PAY,83739075,bbnow,Silver,Intermittent,GPAYBB5,1,7,490,30/11/2025,0,0,27/11/2025
20251121,1833554658,23328751,Raipur,DS-IBRAI-Shatabdi Na,LT-IBBN,UPI,24032207,bb-b2c,Silver,Intermittent,&,1,12.11,576.13,27/11/2025,0,0,21/11/2025
20251119,1832100948,17093157,Kolkata,DS-BNKOL-Sodepur,IBBN,PAY,17164808,bbnow,Silver,Intermittent,&,1,1,114.86,19/11/2025,0,0,19/11/2025
20251101,1817618264,71987185,Gurgaon,DS-IBDEL-Khanpur,IBBN,cod,106395937,bbnow,Silver,Intermittent,&,1,4,73.62,1/11/2025,0,0,1/11/2025
20251110,1825218110,21427856,Chennai,DS-IBCHN-Thoraipakka,LT-IBBN,PAY,22126342,bbnow,Silver,Intermittent,&,1,5,242.5,20/11/2025,0,0,10/11/2025
20251111,1825951411,22767191,Bangalore,DS-IBBLR-Rajajinagar,LT-IBBN,PAY,23324666,bbnow,Silver,Intermittent,&,1,3.02,274.11,11/11/2025,0,0,11/11/2025
20251114,1827741751,29609790,Hyderabad,DS-IBHYD-Nagole,IBBN,PAY,30296337,bbnow,Silver,Intermittent,&,1,1,329,14/11/2025,0,0,14/11/2025
20251115,1829242883,64985013,Allahabad,DS-IBALH-GeorgeTown,IBBN,PAY,80453651,bbnow,Silver,Intermittent,&,1,6,395.84,15/11/2025,0,0,15/11/2025
20251125,1837106783,73799147,Bhopal,DS-IBBPL-Amirganj,IBBN,cod,109895585,bbnow,Silver,Intermittent,&,1,6,392,26/11/2025,0,0,25/11/2025
20251103,1819631446,47796847,Pune,DS-IBPUN-BoatClubRd,IBBN,COLLECT,48511224,bbnow,Silver,Intermittent,&,1,3,549,12/11/2025,0,0,3/11/2025
20251120,1832786094,24358602,Gurgaon,DS-IBGUR-Sec 79,IBBN,MASTERCARD,25087685,bbnow,Silver,Intermittent,&,1,23.63,1133.15,26/11/2025,0,0,20/11/2025
20251120,1833145619,30175027,Bangalore,DS-IBBLR-Dasarahalli,IBBN,SODEXO,30863807,bbnow,Silver,Intermittent,&,1,3,1196,26/11/2025,0,0,20/11/2025
20251110,1825201684,70814489,Bangalore,DS-IBBLR-Tavarekere,LT-IBBN,PAY,103670226,bbnow,Silver,Intermittent,&,1,5.07,248.91,30/11/2025,0,0,10/11/2025
20251126,1838224910,68885051,Chennai,DS-IBCHN-Virugambakk,LT-IBBN,UPI_QR,96026337,bbnow,Silver,Intermittent,&,1,2,110.88,26/11/2025,0,0,26/11/2025
20251115,1828814163,15650184,Chandigarh Tricity,DS-IBMOH-Sec8 CHD,IBBN,RUPAY,15712620,bbnow,Silver,Intermittent,&,1,12.4,211.44,30/11/2025,0,0,15/11/2025
20251118,1831446192,8208855,DehraDun,DS-IBDDN-ChunnaBhata,IBBN,PAY,8317957,bbnow,Silver,Intermittent,MBKBB,1,1,349,18/11/2025,0,0,18/11/2025
20251110,1825037050,26664589,Lucknow-Kanpur,DS-ERLUC-Fatehganj,IBBN,UPI_QR,27395490,tataneu-bbnow,Silver,Intermittent,&,1,3,256,10/11/2025,0,0,10/11/2025
20251108,1823187606,19461907,Bangalore,DS-IBBLR-Munnekollal,LT-IBBN,PAY,20176215,bbnow,Silver,Intermittent,&,1,15.1,896.27,8/11/2025,0,0,8/11/2025
20251101,1817654870,55246820,Lucknow-Kanpur,DS-IBLUC-Aashiyana,LT-IBBN,UPI,55923878,bbnow,Silver,Intermittent,&,1,3,245,1/11/2025,0,0,1/11/2025
20251128,1839451779,33527362,Hyderabad,DS-IBHYD-Hayathnagar,IBBN,UPI,34221353,bbnow,Silver,Intermittent,&,1,2.13,172.03,28/11/2025,0,0,28/11/2025
20251107,1822421243,26982966,Bangalore,DS-IBBLR-Manyata,LT-IBBN,PAY,27768617,bbnow,Silver,Intermittent,&,1,11.15,242.01,16/11/2025,0,0,7/11/2025
20251121,1833707637,9622389,Chennai,DS-IBCHN-Mylapore,LT-IBBN,PAY,9753941,bbnow,Silver,Intermittent,&,1,3,128.4,21/11/2025,0,0,21/11/2025
20251110,1825132355,60340248,Mysore,DS-IBMYS-Visveshwara,IBBN,VISA,61981810,bbnow,Silver,Intermittent,SBI200DC,1,14,2087.78,14/11/2025,0,0,10/11/2025
20251121,1833879649,20444577,Chennai,DS-BNCHN-NW Sholinga,LT-IBBN,VISA,21181531,bbnow,Silver,Intermittent,&,1,12.03,1224.82,21/11/2025,0,0,21/11/2025
20251126,1837499171,73694005,Nagpur,DS-IBNAG-OldSubedar,IBBN,UPI_QR,109564963,bbnow,Silver,Intermittent,&,1,1,70,26/11/2025,0,0,26/11/2025
20251111,1825661454,8134562,Noida,DS-IBNOI-Sakipur Ze,LT-IBBN,walletPrepaid,8267929,bbnow,Silver,Intermittent,&,1,6.04,189,27/11/2025,0,0,11/11/2025
20251122,1834424794,7423456,Hyderabad,DS-IBHYD-Badangpet,LT-IBBN,walletPrepaid,7540455,bbnow,Silver,Intermittent,&,1,4,170.5,25/11/2025,0,0,22/11/2025
20251111,1825741740,54965070,Noida Rural,DS-T3NOI-Mathura,IBBN,UPI,55763630,bb-b2c,Silver,Intermittent,&,1,2,268.29,21/11/2025,0,0,11/11/2025
20251115,1828085300,8958813,Visakhapatnam,DS-IBVIZ-Chinagantya,LT-IBBN,VISA,9073287,bb-b2c,Silver,Intermittent,ICICIAMZCC,1,9,1084.6,28/11/2025,0,0,15/11/2025
20251129,1839664584,28918628,Vijayawada-Guntur,DS-IBVJY-Lakshmipura,LT-IBBN,UPI_QR,29595360,bb-b2c,Silver,Intermittent,&,1,1,10,29/11/2025,0,0,29/11/2025
20251119,1832121946,24607119,Mumbai,DS-IBMUM-Ram Mandir,IBBN,cod,25296837,bbnow,Silver,Intermittent,&,1,13.26,244.35,25/11/2025,0,0,19/11/2025
20251118,1831271519,22190077,Chennai,DS-IBCHN-Adyar,LT-IBBN,AMAZONPAY,22871593,bbnow,Silver,Intermittent,&,1,2,328,18/11/2025,0,0,18/11/2025
20251126,1837940193,60911182,Hyderabad,DS-IBHYD-Masab Tank,IBBN,PAY,64154162,bbnow,Silver,Intermittent,GPAYBB5,1,4,418.5,26/11/2025,0,0,26/11/2025
20251123,1835431623,57865593,Noida,DS-BNNOI-Sec62,LT-IBBN,UPI_QR,58744410,bbnow,Silver,Intermittent,&,1,6,203.3,23/11/2025,0,0,23/11/2025
20251115,1829057908,27398254,Noida,DS-IBNOI-Sector 53,LT-IBBN,PAY,28168060,bbnow,Silver,Intermittent,GPAYBB5,1,8.03,792.98,15/11/2025,0,0,15/11/2025
20251123,1835526144,33666661,Bangalore,DS-IBBLR-Manoramapal,LT-IBBN,PAY,34370564,bbnow,Silver,Intermittent,&,1,3,374,27/11/2025,0,0,23/11/2025
20251120,1833239810,12749723,Mumbai,DS-IBMUM-MRE Jyoti p,LT-IBBN,PAY,12877150,bbnow,Silver,Intermittent,GPAYBB5,1,8,1532.42,20/11/2025,0,0,20/11/2025
20251113,1827433094,20895282,Chennai,DS-IBCHN-Kattupakkam,LT-IBBN,LAZYPAY,21601003,bbnow,Silver,Intermittent,&,1,2,145,13/11/2025,0,0,13/11/2025
20251114,1828260863,69583269,Bhubaneshwar-Cuttack,DS-IBBHU-Kalinga Nag,IBBN,cod,98834545,bbnow,Silver,Intermittent,&,1,1,135.32,14/11/2025,0,0,14/11/2025
20251101,1817433021,54937378,Chennai,DS-IBCHN-Padur,IBBN,UPI_QR,55626276,bbnow,Silver,Intermittent,&,1,3.06,287.28,1/11/2025,0,0,1/11/2025
20251110,1825067469,29756240,Hyderabad,DS-IBHYD-KPHB Colony,LT-IBBN,NEUCOINS,30520867,tataneu-bbnow,Silver,Intermittent,&,1,4.95,440.72,23/11/2025,0,0,10/11/2025
20251107,1822673767,47656797,Patna,DS-BNPAT-Boaring Rd,LT-IBBN,cod,48396291,bbnow,Silver,Intermittent,&,1,6.08,205.55,29/11/2025,0,0,7/11/2025
20251101,1817374321,16991112,Hyderabad,DS-IBHYD-Narayanguda,LT-IBBN,UPI,17040336,bbnow,Silver,Intermittent,&,1,4,644,1/11/2025,0,0,1/11/2025
20251126,1837994248,21738060,Chennai,DS-BNCHN-Kelambakkam,BBNow,UPI,22495375,bbnow,Silver,Intermittent,&,1,8.09,498.88,26/11/2025,0,0,26/11/2025
20251109,1823950353,21415526,Vijayawada-Guntur,DS-IBVJY-Tadigadapa,IBBN,cod,22125704,bbnow,Silver,Intermittent,&,1,11.09,312.8,9/11/2025,0,0,9/11/2025
20251127,1838705328,3498814,Gurgaon,DS-IBGUR-DLF Phase 5,LT-IBBN,cod,3742049,bbnow,Silver,Intermittent,&,1,8,323,27/11/2025,0,0,27/11/2025
20251105,1821013680,32848482,Lucknow-Kanpur,DS-ERLUC-Saketpuri,IBBN,cod,33609797,bbnow,Silver,Intermittent,&,1,8.92,166.7,5/11/2025,0,0,5/11/2025
20251128,1839679704,2858717,Bangalore,DS-BNBLR-Talaghattap,LT-IBBN,UPI,1539704,bbnow,Silver,Intermittent,&,1,2,339.97,28/11/2025,0,0,28/11/2025
20251123,1835515517,9582488,Chennai,DS-IBCHN-Kattupakkam,LT-IBBN,UPI,9693027,bbnow,Silver,Intermittent,&,1,3.03,211.3,23/11/2025,0,0,23/11/2025
20251124,1836211801,6238792,Hyderabad Rural,DS-T3HYD-Karimnagar,IBBN,UPI_QR,6329895,bbnow,Silver,Intermittent,&,1,5.04,202.78,30/11/2025,0,0,24/11/2025
20251107,1822431846,53843136,Kochi,DS-BNKOC-Kakkanad,BBNow,PAY,54580673,bbnow,Silver,Intermittent,FLASH150N,1,6,358,27/11/2025,0,0,7/11/2025
20251105,1821266364,8818530,Mumbai Rural,DS-T3MUM-Aurangabad1,IBBN,cod,8946793,bbnow,Silver,Intermittent,&,1,8,121.55,28/11/2025,0,0,5/11/2025
20251118,1831306382,49765192,Hyderabad,DS-IBHYD-Manikonda,IBBN,PAY,50431808,bbnow,Silver,Intermittent,&,1,2,216.9,18/11/2025,0,0,18/11/2025
20251117,1830335631,59665851,Gurgaon,DS-IBDEL-Roop Nagar,IBBN,PAY,60365675,bbnow,Silver,Intermittent,&,1,2,102,17/11/2025,0,0,17/11/2025
20251117,1830669072,39206031,Vizag Rural,DS-T3VZG-Rajahmundry,IBBN,cod,39922836,bbnow,Silver,Intermittent,&,1,2,231,17/11/2025,0,0,17/11/2025
20251119,1832381222,27658841,Pune,DS-IBPUN-Moshi,LT-IBBN,PAY,28416372,bbnow,Silver,Intermittent,GPAYBB5,1,4,513,19/11/2025,0,0,19/11/2025
20251110,1825226552,76165376,Bangalore,DS-BNBLR-Arekere,LT-IBBN,PAY,72808986,bb-food,Silver,Intermittent,YUMMY40,1,1,229,10/11/2025,0,0,10/11/2025
20251120,1833352234,71634027,Indore,DS-IBIND-TilakNagar,LT-IBBN,cod,105435122,bbnow,Silver,Intermittent,&,1,3,99,20/11/2025,0,0,20/11/2025
20251126,1837410688,13912454,Bangalore,DS-IBBLR-SeetharamPa,IBBN,PAY,13982340,bb-b2c,Silver,Intermittent,&,1,9,344.5,26/11/2025,0,0,26/11/2025
20251129,1840363044,26906343,Gurgaon,DS-IBDEL-New Nawada,LT-IBBN,PAY,27629932,bbnow,Silver,Intermittent,GPAYBB5,1,1,424.5,29/11/2025,0,0,29/11/2025
20251104,1820121653,70053107,Kolkata,DS-BNKOL-Bally,IBBN,cod,100598164,bbnow,Silver,Intermittent,&,1,2,28,19/11/2025,0,0,4/11/2025
20251112,1826751397,29027009,Chennai,DS-IBCHN-Kottivakam,IBBN,PAY,29659874,bbnow,Silver,Intermittent,GPAYBB5,1,1,500,12/11/2025,0,0,12/11/2025
20251101,1817655370,5534518,Pune,DS-IBPUN-Chinchwad 2,IBBN,PAY,5512166,bbnow,Silver,Intermittent,&,1,3,161.3,1/11/2025,0,0,1/11/2025
20251111,1824887044,58130225,Visakhapatnam,DS-IBVIZ-PM Palem,LT-IBBN,UPI,58934386,bb-b2c,Silver,Intermittent,&,1,25,3112,11/11/2025,0,0,11/11/2025
20251101,1817335991,19329519,Noida,DS-IBNOI-Wave city,IBBN,RUPAY,20031969,tataneu-bbnow,Silver,Intermittent,&,1,13.1,883.77,1/11/2025,0,0,1/11/2025
20251129,1840338424,26566454,Chennai,DS-IBCHN-Chitlapakka,LT-IBBN,PAY,27292832,bbnow,Silver,Intermittent,&,1,3,335.9,29/11/2025,0,0,29/11/2025
20251125,1837088038,9899081,Bangalore,DS-IBBLR-Ittemadu,LT-IBBN,UPI,10023248,bbnow,Silver,Intermittent,&,1,5,112,30/11/2025,0,0,25/11/2025
20251107,1822260214,35317795,Hyderabad,DS-IBHYD-Shalibanda,IBBN,UPI,36027413,bbnow,Silver,Intermittent,&,1,2,275,7/11/2025,0,0,7/11/2025
20251117,1830685072,6617684,Patna,DS-IBPAT-Indrapuri,LT-IBBN,VISA,6728667,bbnow,Silver,Intermittent,&,1,6,612.32,17/11/2025,0,0,17/11/2025
20251117,1830203554,51969508,Hyderabad,DS-IBHYD-Prajay city,LT-IBBN,PAY,52653186,bbnow,Silver,Intermittent,&,1,19.45,801.27,26/11/2025,0,0,17/11/2025
20251117,1830728111,11800460,Noida,DS-IBNOI-Sec 104,LT-IBBN,PAY,11916206,bbnow,Silver,Intermittent,&,1,24.39,1642.08,17/11/2025,0,0,17/11/2025
20251108,1823620350,23977939,Bangalore,DS-BNBLR-Kumarapark,BBNow,walletPrepaid,24706167,tataneu-bbnow,Silver,Intermittent,&,1,36.24,5258.12,15/11/2025,0,0,8/11/2025
20251122,1834538508,16090330,Vadodara,DS-IBVAD-PatrakarCol,IBBN,NEUCOINS,16390665,tataneu-b2c,Silver,Intermittent,&,1,8.21,183.1,29/11/2025,0,0,22/11/2025
20251130,1841277834,54091597,Pune,DS-BNPUN-Bibwewadi,BBNow,RUPAY,54844134,tataneu-bbnow,Silver,Intermittent,&,1,5,217.5,30/11/2025,0,0,30/11/2025
20251127,1838918599,60333849,Gurgaon,DS-BNDEL-V2 Waziraba,IBBN,NEUCOINS,61833889,bbnow,Silver,Intermittent,&,1,7,471.5,27/11/2025,0,0,27/11/2025
20251129,1840512752,30442877,Mumbai,DS-IBMUM- Jogeshwari,LT-IBBN,PAY,31169369,bbnow,Silver,Intermittent,&,1,3,152.5,29/11/2025,0,0,29/11/2025
20251130,1841560463,30158755,Hyderabad,DS-IBHYD-Badangpet,LT-IBBN,PAY,30890999,bbnow,Silver,Intermittent,GPAYBB5,1,14,980.84,30/11/2025,0,0,30/11/2025
20251106,1821946757,48791706,Pune,DS-IBPUN-ShivajiNaga,IBBN,PAY,49454292,bbnow,Silver,Intermittent,&,1,4,113,6/11/2025,0,0,6/11/2025
20251108,1823216307,39744985,Hyderabad,DS-IBHYD-Banjarahill,IBBN,UPI_QR,40528535,bbnow,Silver,Intermittent,&,1,7.04,225.1,28/11/2025,0,0,8/11/2025
20251123,1835786715,23963820,Chennai,DS-IBCHN-Padur,IBBN,PAY,24669270,bbnow,Silver,Intermittent,&,1,3,644,29/11/2025,0,0,23/11/2025
20251105,1821156860,25130443,Hyderabad,DS-IBHYD-Aramghar,IBBN,SODEXO,25874193,bbnow,Silver,Intermittent,&,1,10,495.43,11/11/2025,65.6,1,5/11/2025
20251119,1832291994,44286344,Chennai,DS-IBCHN-Madhavaram,IBBN,PAY,45075641,bbnow,Silver,Intermittent,&,1,5.01,111.48,19/11/2025,0,0,19/11/2025
20251125,1836944581,59199766,Nagpur,DS-ERNAG-Narsala,IBBN,UPI,60060969,bbnow,Silver,Intermittent,&,1,4,334.8,25/11/2025,0,0,25/11/2025
20251117,1830773390,41077980,Bangalore,DS-IBBLR-Ullala,IBBN,UPI,41730639,bbnow,Silver,Intermittent,&,1,2,35,17/11/2025,0,0,17/11/2025
20251101,1817404592,17478942,Ranchi,DS-BNRNC-Kadru,BBNow,PAY,17556257,bb-b2c,Silver,Intermittent,&,1,6.18,101.8,29/11/2025,0,0,1/11/2025
20251108,1823373942,24385010,Kolkata,DS-IBKOL-Sodepur,IBBN,PAY,25090602,bbnow,Silver,Intermittent,GPAYBB5,1,1,1199,8/11/2025,0,0,8/11/2025
20251116,1830100594,69243373,Hyderabad,DS-IBHYD-Kompally,IBBN,cod,97610897,bbnow,Silver,Intermittent,&,1,4,266.5,16/11/2025,0,0,16/11/2025
